result_file,profile,policy,repetition,seed,experiment_config_sha256,server_config_sha256,trace_sha256,offered_duration_seconds,offered_rate_rps,arrivals,admitted,rejected,completed,failed,admitted_error_rate,request_throughput,request_goodput,slo_yield,p95_ttft_ms,p95_tpot_ms,p95_e2e_ms,p95_arrival_lag_ms,p95_admitted_queue_wait_ms,max_admitted_queue_wait_ms,deadline_rejections,fairness_jain,short_slo_yield,medium_slo_yield,long_slo_yield,peak_inflight,peak_inflight_tokens,peak_queue_depth,backfilled,peak_memory_used_mib,mean_gpu_utilization_percent,max_temperature_c,valid
artifacts/results/e09_deadline_admission/runs/holdout_periodic_burst/deadline_aware/20260830T055302635365Z-e09-holdout_periodic_burst-deadline_aware-r2.json,holdout_periodic_burst,deadline_aware,2,20270217,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,334e9e01f20eadc1d2855cdc6de14f96b3d7bc449e3e7ebebce9acabb155490e,180.0,1.8,324,283,41,283,0,0.0,1.5722222222222222,1.5722222222222222,0.8734567901234568,733.4374295000088,14.129510229128119,3737.0479485001842,0.15873035049480688,630.523399800768,781.8131970007016,41,0.9990066427942511,0.8773006134969326,0.8958333333333334,0.8307692307692308,8,8192,8,11,11542.0,92.70348837209302,66.0,True
artifacts/results/e09_deadline_admission/runs/holdout_periodic_burst/deadline_aware/20260830T060109711842Z-e09-holdout_periodic_burst-deadline_aware-r3.json,holdout_periodic_burst,deadline_aware,3,20270317,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,8cab2e4209a119d045760e75d118f0f714c5e5cfc312179a20066127c66cdbc4,180.0,2.0722222222222224,373,304,69,304,0,0.0,1.6888888888888889,1.6888888888888889,0.8150134048257373,723.3704630005378,14.682813611021835,3719.2993635009325,0.15431660031026695,639.6986330004441,781.4912190005998,69,0.9973123920717745,0.8556149732620321,0.7857142857142857,0.7567567567567568,8,8192,8,13,11570.0,91.85310734463278,66.0,True
artifacts/results/e09_deadline_admission/runs/holdout_periodic_burst/fixed_concurrency/20260830T054040389703Z-e09-holdout_periodic_burst-fixed_concurrency-r1.json,holdout_periodic_burst,fixed_concurrency,1,20270117,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,abc0bd7390bce4bc061dc75c89042b42af465ab8dc35a6a5d5f817e129c6bedf,180.0,2.0833333333333335,375,191,184,191,0,0.0,1.0611111111111111,1.0611111111111111,0.5093333333333333,239.82482399992477,13.28133538311171,3433.0316660000335,0.14994150010352314,0.0,0.0,0,0.9988896027007585,0.5159574468085106,0.48672566371681414,0.527027027027027,4,6144,0,0,11524.0,91.75706214689265,65.0,True
artifacts/results/e09_deadline_admission/runs/holdout_periodic_burst/fixed_concurrency/20260830T054859124354Z-e09-holdout_periodic_burst-fixed_concurrency-r2.json,holdout_periodic_burst,fixed_concurrency,2,20270217,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,334e9e01f20eadc1d2855cdc6de14f96b3d7bc449e3e7ebebce9acabb155490e,180.0,1.8,324,176,148,176,0,0.0,0.9777777777777777,0.9777777777777777,0.5432098765432098,240.30988349977633,13.381161777452048,3444.3983239999625,0.14058724989354232,0.0,0.0,0,0.9846994802124421,0.5153374233128835,0.5104166666666666,0.6615384615384615,4,7680,0,0,11542.0,88.95348837209302,66.0,True
artifacts/results/e09_deadline_admission/runs/holdout_periodic_burst/fixed_concurrency/20260830T060926808668Z-e09-holdout_periodic_burst-fixed_concurrency-r3.json,holdout_periodic_burst,fixed_concurrency,3,20270317,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,8cab2e4209a119d045760e75d118f0f714c5e5cfc312179a20066127c66cdbc4,180.0,2.0722222222222224,373,189,184,189,0,0.0,1.05,1.05,0.5067024128686327,240.8353429997078,13.245697409453044,3430.0064249999195,0.14467480013991008,0.0,0.0,0,0.9995658270141982,0.5133689839572193,0.49107142857142855,0.5135135135135135,4,7168,0,0,11169.0,88.67045454545455,66.0,True
artifacts/results/e09_deadline_admission/runs/holdout_periodic_burst/unbounded/20260830T053631107112Z-e09-holdout_periodic_burst-unbounded-r1.json,holdout_periodic_burst,unbounded,1,20270117,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,abc0bd7390bce4bc061dc75c89042b42af465ab8dc35a6a5d5f817e129c6bedf,180.0,2.0833333333333335,375,375,0,375,0,0.0,2.0833333333333335,1.4277777777777778,0.6853333333333333,2541.4362796998835,15.346563029133115,5488.7741215999995,0.1535162998152373,0.0,0.0,0,0.9990130455046091,0.6968085106382979,0.6902654867256637,0.6486486486486487,21,17664,0,0,11524.0,97.7683615819209,67.0,True
artifacts/results/e09_deadline_admission/runs/holdout_periodic_burst/unbounded/20260830T055706115853Z-e09-holdout_periodic_burst-unbounded-r2.json,holdout_periodic_burst,unbounded,2,20270217,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,334e9e01f20eadc1d2855cdc6de14f96b3d7bc449e3e7ebebce9acabb155490e,180.0,1.8,324,324,0,324,0,0.0,1.8,1.4222222222222223,0.7901234567901234,2440.9365257996346,14.92240633268219,5218.66915919964,0.15348089982580865,0.0,0.0,0,0.9998297043958848,0.7791411042944786,0.8020833333333334,0.8,20,17920,0,0,11542.0,95.0,66.0,True
artifacts/results/e09_deadline_admission/runs/holdout_periodic_burst/unbounded/20260830T060518235005Z-e09-holdout_periodic_burst-unbounded-r3.json,holdout_periodic_burst,unbounded,3,20270317,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,8cab2e4209a119d045760e75d118f0f714c5e5cfc312179a20066127c66cdbc4,180.0,2.0722222222222224,373,373,0,373,0,0.0,2.0722222222222224,1.3277777777777777,0.6407506702412868,2378.139322399875,15.369065061420011,5499.73376659982,0.1544060000014724,0.0,0.0,0,0.9997984244795374,0.6310160427807486,0.6517857142857143,0.6486486486486487,17,15616,0,0,11169.0,95.0225988700565,67.0,True
artifacts/results/e09_deadline_admission/runs/holdout_shock_burst/deadline_aware/20260830T062150128991Z-e09-holdout_shock_burst-deadline_aware-r1.json,holdout_shock_burst,deadline_aware,1,20270117,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,c162d8421f313d2c562c197887ec220abd231e3d04ea9356e38796a0f94c6929,180.0,1.9833333333333334,357,272,85,272,0,0.0,1.511111111111111,1.511111111111111,0.7619047619047619,607.6486777008085,14.949461170470126,3660.888816400211,0.13960360029159347,533.9016773504227,794.3990160001704,85,0.9977666976191643,0.7696629213483146,0.7870370370370371,0.704225352112676,8,8192,11,8,11169.0,93.64772727272727,66.0,True
artifacts/results/e09_deadline_admission/runs/holdout_shock_burst/deadline_aware/20260830T063006419645Z-e09-holdout_shock_burst-deadline_aware-r2.json,holdout_shock_burst,deadline_aware,2,20270217,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,83073351f72220f3ffabd0ca7dacdfa829bbcf48b5cfc578682fa73a7aa5ee22,180.0,2.0944444444444446,377,293,84,293,0,0.0,1.6277777777777778,1.6166666666666667,0.7718832891246684,742.3841601999808,14.284237110236216,3665.9166124001786,0.151611800356477,660.670993399799,781.3196220004102,84,0.9969120749485406,0.8095238095238095,0.7522123893805309,0.7066666666666667,8,8192,16,8,11169.0,93.24293785310735,66.0,True
artifacts/results/e09_deadline_admission/runs/holdout_shock_burst/deadline_aware/20260830T063824669487Z-e09-holdout_shock_burst-deadline_aware-r3.json,holdout_shock_burst,deadline_aware,3,20270317,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,0e44c4b1cff16653635b594aba27162377ddf889da322973fb3405c841c64e4c,180.0,2.1,378,284,94,284,0,0.0,1.5777777777777777,1.5722222222222222,0.7486772486772487,739.2459374999369,14.262101281492937,3648.780395550102,0.13938064957983443,696.2034853500434,798.8070639994476,94,0.9986901720066904,0.7671957671957672,0.7079646017699115,0.7631578947368421,8,8192,12,9,11169.0,92.45977011494253,65.0,True
artifacts/results/e09_deadline_admission/runs/holdout_shock_burst/fixed_concurrency/20260830T061742546065Z-e09-holdout_shock_burst-fixed_concurrency-r1.json,holdout_shock_burst,fixed_concurrency,1,20270117,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,c162d8421f313d2c562c197887ec220abd231e3d04ea9356e38796a0f94c6929,180.0,1.9833333333333334,357,176,181,176,0,0.0,0.9777777777777777,0.9777777777777777,0.49299719887955185,240.380002499478,13.244699879918713,3455.3053237500535,0.14457219949690622,0.0,0.0,0,0.9973497071807875,0.47191011235955055,0.5,0.5352112676056338,4,7680,0,0,11169.0,91.71022727272727,65.0,True
artifacts/results/e09_deadline_admission/runs/holdout_shock_burst/fixed_concurrency/20260830T062557431472Z-e09-holdout_shock_burst-fixed_concurrency-r2.json,holdout_shock_burst,fixed_concurrency,2,20270217,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,83073351f72220f3ffabd0ca7dacdfa829bbcf48b5cfc578682fa73a7aa5ee22,180.0,2.0944444444444446,377,190,187,190,0,0.0,1.0555555555555556,1.0555555555555556,0.5039787798408488,241.74640589972114,13.373656507449898,3456.794756299587,0.1381643998684012,0.0,0.0,0,0.9959242656759402,0.48148148148148145,0.504424778761062,0.56,4,7680,0,0,11169.0,93.33333333333333,66.0,True
artifacts/results/e09_deadline_admission/runs/holdout_shock_burst/fixed_concurrency/20260830T064637873499Z-e09-holdout_shock_burst-fixed_concurrency-r3.json,holdout_shock_burst,fixed_concurrency,3,20270317,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,0e44c4b1cff16653635b594aba27162377ddf889da322973fb3405c841c64e4c,180.0,2.1,378,179,199,179,0,0.0,0.9944444444444445,0.9944444444444445,0.47354497354497355,240.30824210012725,13.312888476468252,3445.9445931995106,0.14625509925281222,0.0,0.0,0,0.9744623637019819,0.4497354497354497,0.4247787610619469,0.6052631578947368,4,7680,0,0,11169.0,89.50285714285714,66.0,True
artifacts/results/e09_deadline_admission/runs/holdout_shock_burst/unbounded/20260830T061334936247Z-e09-holdout_shock_burst-unbounded-r1.json,holdout_shock_burst,unbounded,1,20270117,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,c162d8421f313d2c562c197887ec220abd231e3d04ea9356e38796a0f94c6929,180.0,1.9833333333333334,357,357,0,357,0,0.0,1.9833333333333334,1.3388888888888888,0.6750700280112045,2999.772907600163,15.35610739212543,5438.741478799965,0.16724360029911614,0.0,0.0,0,0.9998988148719818,0.6685393258426966,0.6851851851851852,0.676056338028169,19,15616,0,0,11169.0,96.0625,65.0,True
artifacts/results/e09_deadline_admission/runs/holdout_shock_burst/unbounded/20260830T063415486991Z-e09-holdout_shock_burst-unbounded-r2.json,holdout_shock_burst,unbounded,2,20270217,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,83073351f72220f3ffabd0ca7dacdfa829bbcf48b5cfc578682fa73a7aa5ee22,180.0,2.0944444444444446,377,377,0,377,0,0.0,2.0944444444444446,1.4277777777777778,0.6816976127320955,3120.405202800975,15.363140743308367,6073.746138600652,0.1487638000980951,0.0,0.0,0,0.997707294728018,0.6772486772486772,0.6548672566371682,0.7333333333333333,24,21504,0,0,11169.0,95.62146892655367,66.0,True
artifacts/results/e09_deadline_admission/runs/holdout_shock_burst/unbounded/20260830T064231222772Z-e09-holdout_shock_burst-unbounded-r3.json,holdout_shock_burst,unbounded,3,20270317,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,0e44c4b1cff16653635b594aba27162377ddf889da322973fb3405c841c64e4c,180.0,2.1,378,378,0,378,0,0.0,2.1,1.3111111111111111,0.6243386243386243,3279.9803897999022,15.404750340946242,6373.751119350252,0.15641190034330066,0.0,0.0,0,0.9994997773755228,0.6243386243386243,0.6106194690265486,0.6447368421052632,20,17408,0,0,11169.0,96.4080459770115,67.0,True
